Specimen ID,Sex,Family name,Latin Name,County,year collected,Population designation,neurocranium length,neurocranium height,neurocranium width,mmcranialvolume,cranialvolume,total body length,bodylength,relativecc,tail length,hindfoot length
17931,M,SORICIDAE,SOREX ARCTICUS,POLK,1998,0,10.19,5.86,9.25,552.34895,0.55234895,109,10.9,0.050674216,39,13
18593,UNKNOWN,SORICIDAE,SOREX ARCTICUS,RICE,2002,0,10,5.48,9.46,518.408,0.518408,112,11.2,0.046286429,34,12
2255,UNKNOWN,SORICIDAE,SOREX CINEREUS,COOK,1947,0,7.24,3.68,6.82,181.706624,0.181706624,84,8.4,0.021631741,35,11
2350,F,SORICIDAE,SOREX CINEREUS,HENNEPIN,1947,1,8.7,4.88,7.66,325.21296,0.32521296,96,9.6,0.03387635,39,11
2451,M,SORICIDAE,SOREX CINEREUS,ANOKA,1947,1,8.26,4.04,7.36,245.606144,0.245606144,79,7.9,0.031089385,35,11
2508,M,SORICIDAE,SOREX CINEREUS,FILLMORE,1948,0,8.03,4.08,7.39,242.114136,0.242114136,92,9.2,0.026316754,47,11
2735,M,SORICIDAE,SOREX CINEREUS,ANOKA,1949,1,8.57,4.54,7.81,303.869918,0.303869918,96,9.6,0.031653116,40,12
2737,F,SORICIDAE,SOREX CINEREUS,CLEARWATER,1949,0,8.43,4.34,7.56,276.591672,0.276591672,99,9.9,0.027938553,42,13
3132,M,SORICIDAE,SOREX CINEREUS,COOK,1951,0,7.98,4.46,7.65,272.26962,0.27226962,102,10.2,0.0266931,36,11
3168,UNKNOWN,SORICIDAE,SOREX CINEREUS,ANOKA,1951,1,9.07,4.93,7.9,353.24929,0.35324929,91,9.1,0.038818603,40,12
3731,M,SORICIDAE,SOREX CINEREUS,DAKOTA,1954,1,8.16,4.5,7.27,266.9544,0.2669544,96,9.6,0.02780775,39,12
3921,UNKNOWN,SORICIDAE,SOREX CINEREUS,CLEARWATER,1957,0,8.26,5.15,7.14,303.72846,0.30372846,83,8.3,0.03659379,37,11
5988,F,SORICIDAE,SOREX CINEREUS,FILLMORE,1958,0,8.86,4.36,7.46,288.176816,0.288176816,90,9,0.032019646,34,11
6403,F,SORICIDAE,SOREX CINEREUS,ANOKA,1959,1,8.51,4.33,7.58,279.310114,0.279310114,90,9,0.031034457,38,12
7557,F,SORICIDAE,SOREX CINEREUS,COOK,1966,0,8.18,4.58,7.18,268.994392,0.268994392,82,8.2,0.032804194,35,11
8124,M,SORICIDAE,SOREX CINEREUS,CARVER,1967,0,8.85,4.61,7.8,318.2283,0.3182283,90,9,0.0353587,40,12
8898,M,SORICIDAE,SOREX CINEREUS,FREEBORN,1968,0,8.45,5.16,7.53,328.32306,0.32832306,89,8.9,0.036890231,38,11
8905,F,SORICIDAE,SOREX CINEREUS,RAMSEY,1968,1,8.12,4.71,7.62,291.428424,0.291428424,96,9.6,0.030357128,38,11
11611,M,SORICIDAE,SOREX CINEREUS,RAMSEY,1972,1,8.16,4.34,6.63,234.797472,0.234797472,90,9,0.026088608,36,13
12149,F,SORICIDAE,SOREX CINEREUS,COOK,1972,0,7.74,4.31,7.47,249.194718,0.249194718,93,9.3,0.026795131,21,12
12150,M,SORICIDAE,SOREX CINEREUS,COOK,1973,0,7.67,4.05,7.45,231.423075,0.231423075,95,9.5,0.024360324,37,12
12320,F,SORICIDAE,SOREX CINEREUS,ANOKA,1973,1,9.15,4.57,7.66,320.30673,0.32030673,84,8.4,0.038131754,40,11
13625,F,SORICIDAE,SOREX CINEREUS,STEARNS,1977,0,8.54,4.88,7.35,306.31272,0.30631272,96,9.6,0.031907575,40,12
14393,F,SORICIDAE,SOREX CINEREUS,ANOKA,1979,1,8.75,4.75,7.55,313.796875,0.313796875,94,9.4,0.033382646,37,11
14514,F,SORICIDAE,SOREX CINEREUS,HOUSTON,1982,0,8.96,4.92,8.12,357.955584,0.357955584,102,10.2,0.035093685,38,11
14515,M,SORICIDAE,SOREX CINEREUS,HOUSTON,1982,0,8.15,4.33,7.65,269.964675,0.269964675,83,8.3,0.032525864,34,12
15460,M,SORICIDAE,SOREX CINEREUS,WASHINGTON,1988,1,8.92,5.04,7.8,350.66304,0.35066304,97,9.7,0.036150829,36,11
15461,M,SORICIDAE,SOREX CINEREUS,WASHINGTON,1988,1,8.98,4.94,7.87,349.122644,0.349122644,86,8.6,0.040595656,38,12
15462,F,SORICIDAE,SOREX CINEREUS,WASHINGTON,1988,1,8.88,4.68,7.97,331.220448,0.331220448,87,8.7,0.038071316,35,11
16692,F,SORICIDAE,SOREX CINEREUS,CHIS0O,1987,0,8.37,4.57,7.29,278.849061,0.278849061,87,8.7,0.032051616,35,12
18282,F,SORICIDAE,SOREX CINEREUS,HENNEPIN,1997,1,8.47,4.59,7.28,283.026744,0.283026744,98,9.8,0.02888028,39,11
18449,F,SORICIDAE,SOREX CINEREUS,GRANT,1999,0,8.73,4.89,7.43,317.184471,0.317184471,83,8.3,0.038214997,37,11
18457,M,SORICIDAE,SOREX CINEREUS,RENVILLE,1999,0,8.47,4.55,7.56,291.35106,0.29135106,99,9.9,0.0294294,39,13
19019,UNKNOWN,SORICIDAE,SOREX CINEREUS,CARLTON,2005,0,8.78,4.91,8.01,345.309498,0.345309498,85,8.5,0.040624647,39,11
19020,UNKNOWN,SORICIDAE,SOREX CINEREUS,CARLTON,2005,0,8.38,4.88,7.71,315.295824,0.315295824,84,8.4,0.037535217,38,11
2485,M,SORICIDAE,SOREX HAYDENI,JACKSON,1948,0,8.19,4.52,7.19,266.165172,0.266165172,96,9.6,0.027725539,38,12
2826,UNKNOWN,SORICIDAE,SOREX HAYDENI,POLK,1946,0,9.17,4.61,7.83,331.003071,0.331003071,84,8.4,0.039405128,33,10
3173,F,SORICIDAE,SOREX HAYDENI,LAC QUI PARLE,1951,0,8.41,4.65,7.49,292.907685,0.292907685,97,9.7,0.030196669,32,10
3288,M,SORICIDAE,SOREX HAYDENI,LINCOLN,1952,0,8.32,4.02,7.52,251.516928,0.251516928,89,8.9,0.028260329,34,11
3902,F,SORICIDAE,SOREX HAYDENI,MAHNOMEN,1957,0,7.71,4.09,7.36,232.089504,0.232089504,96,9.6,0.02417599,32,10.5
4601,UNKNOWN,SORICIDAE,SOREX HAYDENI,MAHNOMEN,1957,0,8.14,4.37,7.41,263.587038,0.263587038,94,9.4,0.028041174,33,11
7554,F,SORICIDAE,SOREX HAYDENI,LYON,1966,0,8.62,4.7,7.83,317.22462,0.31722462,81,8.1,0.039163533,34,11
8113,M,SORICIDAE,SOREX HAYDENI,CLAY,1967,0,8.44,4.79,7.66,309.675416,0.309675416,89,8.9,0.034794991,39,11
8897,F,SORICIDAE,SOREX HAYDENI,COTTONWOOD,1968,0,8.73,4.98,8.12,353.020248,0.353020248,100,10,0.035302025,39,11.5
11927,F,SORICIDAE,SOREX HAYDENI,LYON,1972,0,8.25,4.66,7.5,288.3375,0.2883375,85,8.5,0.033922059,34,11
14251,F,SORICIDAE,SOREX HAYDENI,WILKIN,1980,0,8.43,4.49,7.43,281.230701,0.281230701,84,8.4,0.033479845,36,11
14399,M,SORICIDAE,SOREX HAYDENI,NORMAN,1979,0,8.64,4.4,7.71,293.10336,0.29310336,82,8.2,0.035744312,32,10
14400,M,SORICIDAE,SOREX HAYDENI,NORMAN,1979,0,8.15,4.18,7.32,249.37044,0.24937044,85,8.5,0.029337699,31,10
14534,M,SORICIDAE,SOREX HAYDENI,YELLOW MEDICINE,1982,0,8.68,4.75,7.79,321.1817,0.3211817,91,9.1,0.035294692,32,11
14699,M,SORICIDAE,SOREX HAYDENI,REDWOOD,1983,0,8.31,4.53,7.48,281.579364,0.281579364,95,9.5,0.029639933,33,12
15096,F,SORICIDAE,SOREX HAYDENI,BIG STONE,1988,0,8.27,4.21,7.47,260.080749,0.260080749,96,9.6,0.027091745,40,15
15121,M,SORICIDAE,SOREX HAYDENI,NORMAN,1928,0,8.78,4.42,8.05,312.40118,0.31240118,93,9.3,0.033591525,37,12
15122,F,SORICIDAE,SOREX HAYDENI,NORMAN,1928,0,8.89,4.78,7.79,331.029818,0.331029818,92,9.2,0.035981502,38,11
16529,UNKNOWN,SORICIDAE,SOREX HAYDENI,CLAY,1990,0,8.34,4.14,7.52,259.647552,0.259647552,84,8.4,0.030910423,32,10
18470,F,SORICIDAE,SOREX HAYDENI,BECKER,1999,0,8.25,4.08,7.31,246.0546,0.2460546,112,11.2,0.021969161,36,12
18474,M,SORICIDAE,SOREX HAYDENI,STEVENS,1999,0,8.51,4.27,7.81,283.797437,0.283797437,95,9.5,0.029873414,35,11
194,M,SORICIDAE,SOREX PALUSTRIS,SHERBURNE,1918,0,10.89,5.86,10,638.154,0.638154,123,12.3,0.051882439,53,17
2832,M,SORICIDAE,SOREX PALUSTRIS,PINE,1939,0,11.51,5.95,10.5,719.08725,0.71908725,150,15,0.04793915,65,18
3356,UNKNOWN,SORICIDAE,SOREX PALUSTRIS,CLEARWATER,1947,0,11.42,5.66,10.18,658.006696,0.658006696,131,13.1,0.050229519,59,18
3922,UNKNOWN,SORICIDAE,SOREX PALUSTRIS,CLEARWATER,1957,0,11.47,6.12,10.49,736.360236,0.736360236,137,13.7,0.053748922,65,19
7433,M,SORICIDAE,SOREX PALUSTRIS,COOK,1965,0,10.27,5.83,10.48,627.480568,0.627480568,157,15.7,0.039966915,70,19
7547,F,SORICIDAE,SOREX PALUSTRIS,AITKIN,1966,0,11.1,5.91,9.9,649.4499,0.6494499,139,13.9,0.046723014,65,18
8126,F,SORICIDAE,SOREX PALUSTRIS,COOK,1967,0,10.45,5.5,10.26,589.6935,0.5896935,154,15.4,0.038291786,66,19
11211,M,SORICIDAE,SOREX PALUSTRIS,COOK,1972,0,11.22,5.97,10.33,691.938522,0.691938522,142,14.2,0.048728065,65,19
11213,F,SORICIDAE,SOREX PALUSTRIS,COOK,1972,0,11.02,5.92,10.3,671.95552,0.67195552,155,15.5,0.043351969,69,21
11214,M,SORICIDAE,SOREX PALUSTRIS,COOK,1972,0,11.25,5.73,10.21,658.162125,0.658162125,148,14.8,0.044470414,76,20
11215,F,SORICIDAE,SOREX PALUSTRIS,COOK,1972,0,11.37,6.04,10.31,708.037188,0.708037188,136,13.6,0.052061558,65,18
15153,F,SORICIDAE,SOREX PALUSTRIS,CLAY,1988,0,11.04,6.1,10.28,692.29632,0.69229632,147,14.7,0.047094988,67,19
18320,M,SORICIDAE,SOREX PALUSTRIS,CLEARWATER,1999,0,11.54,5.92,10.79,737.138272,0.737138272,130,13,0.056702944,59,16
2330,M,LEPORIDAE,SYLVIL0US FLORIDANUS,HOUSTON,1947,0,32.26,23.59,24.54,18675.26884,18.67526884,295,29.5,0.633059961,42,68
2696,M,LEPORIDAE,SYLVIL0US FLORIDANUS,FREEBORN,1924,0,29.57,21.13,24.36,15220.47148,15.22047148,290,29,0.524843844,33,76
3670,F,LEPORIDAE,SYLVIL0US FLORIDANUS,SHERBURNE,1953,0,37.66,25.13,28.44,26915.49655,26.91549655,445,44.5,0.604842619,50,95
4220,M,LEPORIDAE,SYLVIL0US FLORIDANUS,POPE,1956,0,37.23,24.47,28.12,25617.82897,25.61782897,450,45,0.569285088,54,92
4222,F,LEPORIDAE,SYLVIL0US FLORIDANUS,POPE,1956,0,37.51,24.43,28,25658.3404,25.6583404,445,44.5,0.576591919,54,99
4878,M,LEPORIDAE,SYLVIL0US FLORIDANUS,MILLE LACS,1959,0,41.53,23.62,28.11,27574.18405,27.57418405,470,47,0.586684767,37,105
5095,M,LEPORIDAE,SYLVIL0US FLORIDANUS,BLUE EARTH,1961,0,36.54,21.32,26.96,21002.72429,21.00272429,377,37.7,0.55710144,43,92
5096,F,LEPORIDAE,SYLVIL0US FLORIDANUS,BLUE EARTH,1961,0,37.81,23.11,26.02,22735.99238,22.73599238,425,42.5,0.534964527,49,99
5510,F,LEPORIDAE,SYLVIL0US FLORIDANUS,MILLE LACS,1960,0,35.56,23.92,27.99,23808.15965,23.80815965,433,43.3,0.549842024,44,102
19005,UNKNOWN,LEPORIDAE,SYLVIL0US FLORIDANUS,DAKOTA,2004,1,24.81,18.58,19.22,8859.839556,8.859839556,196,19.6,0.45203263,23,48
10,M,SCIURIDAE,TAMIASCIURUS HUDSONICUS,LAKE,1912,0,27.75,15.79,20.94,9175.33215,9.17533215,274,27.4,0.334866137,124,45
353,M,SCIURIDAE,TAMIASCIURUS HUDSONICUS,HENNEPIN,1916,1,26.33,15.99,20.51,8635.052517,8.635052517,330.2,33.02,0.261509767,125.4,47.6
354,,SCIURIDAE,TAMIASCIURUS HUDSONICUS,ISANTI,1916,0,28.37,15.53,21.89,9644.429729,9.644429729,301.6,30.16,0.319775522,149.2,41.3
495,F,SCIURIDAE,TAMIASCIURUS HUDSONICUS,COOK,1922,0,28.9,16.04,21.75,10082.343,10.082343,308,30.8,0.327348799,125,42
641,M,SCIURIDAE,TAMIASCIURUS HUDSONICUS,ISANTI,1916,0,29.2,16.26,21.28,10103.57376,10.10357376,327.2,32.72,0.308788929,131.1,37.3
729,,SCIURIDAE,TAMIASCIURUS HUDSONICUS,MARSHALL,1929,0,27.01,16,21.77,9408.1232,9.4081232,295,29.5,0.318919431,127,50
730,,SCIURIDAE,TAMIASCIURUS HUDSONICUS,MARSHALL,1929,0,28.3,15.54,21.78,9578.45196,9.57845196,310,31,0.308982321,128,50
1534,F,SCIURIDAE,TAMIASCIURUS HUDSONICUS,CARLTON,1936,0,28.32,15.22,20.45,8814.57168,8.81457168,291,29.1,0.302906243,116,43
2019,F,SCIURIDAE,TAMIASCIURUS HUDSONICUS,HENNEPIN,1946,1,29.88,16.26,22.59,10975.32439,10.97532439,336,33.6,0.326646559,144,50
2156,M,SCIURIDAE,TAMIASCIURUS HUDSONICUS,FILLMORE,1937,0,28.25,15.91,21.87,9829.635525,9.829635525,316,31.6,0.311064415,120,49
2167,M,SCIURIDAE,TAMIASCIURUS HUDSONICUS,CARLTON,1935,0,28.48,16.3,21.7,10073.6608,10.0736608,298.5,29.85,0.337476074,109.2,38.1
2767,F,SCIURIDAE,TAMIASCIURUS HUDSONICUS,LAKE OF THE WOODS,1949,0,29.46,15.26,21.76,9782.416896,9.782416896,320,32,0.305700528,123,49
2769,F,SCIURIDAE,TAMIASCIURUS HUDSONICUS,LAKE OF THE WOODS,1949,0,28.73,15.3,21.37,9393.58953,9.39358953,292,29.2,0.321698272,120,46
2913,M,SCIURIDAE,TAMIASCIURUS HUDSONICUS,ANOKA,1950,1,29.64,16.88,22.09,11052.13949,11.05213949,341,34.1,0.324109662,139,45
2972,M,SCIURIDAE,TAMIASCIURUS HUDSONICUS,ST. LOUIS,1950,0,28.71,15.89,22.62,10319.28698,10.31928698,325,32.5,0.317516522,123,51
3789,M,SCIURIDAE,TAMIASCIURUS HUDSONICUS,HENNEPIN,1955,1,29.87,16.82,23.1,11605.74954,11.60574954,324,32.4,0.358202146,130,47
3790,M,SCIURIDAE,TAMIASCIURUS HUDSONICUS,HENNEPIN,1955,1,27.54,15.44,21.24,9031.621824,9.031621824,312,31.2,0.289475058,111,46
4206,M,SCIURIDAE,TAMIASCIURUS HUDSONICUS,HENNEPIN,1957,1,29.13,16.56,21.77,10501.69126,10.50169126,323,32.3,0.32512976,129,49
4884,M,SCIURIDAE,TAMIASCIURUS HUDSONICUS,LAKE OF THE WOODS,1960,0,29.46,14.95,22.24,9795.09648,9.79509648,298,29.8,0.328694513,119,48
4894,M,SCIURIDAE,TAMIASCIURUS HUDSONICUS,MARSHALL,1958,0,29.52,15.98,21.75,10260.1188,10.2601188,371,37.1,0.276553067,125,44
7743,F,SCIURIDAE,TAMIASCIURUS HUDSONICUS,WADENA,1966,0,29,15.77,21.9,10015.527,10.015527,223,22.3,0.449126771,127,46
7744,M,SCIURIDAE,TAMIASCIURUS HUDSONICUS,RAMSEY,1966,1,27.28,15.85,21.95,9490.9166,9.4909166,318,31.8,0.298456497,123,47
7749,F,SCIURIDAE,TAMIASCIURUS HUDSONICUS,RAMSEY,1966,1,28.97,16.27,20.68,9747.350492,9.747350492,296,29.6,0.329302381,105,46
7986,M,SCIURIDAE,TAMIASCIURUS HUDSONICUS,ST. LOUIS,1966,0,28.85,15.71,21.52,9753.58492,9.75358492,303,30.3,0.321900492,128,46
8959,F,SCIURIDAE,TAMIASCIURUS HUDSONICUS,RAMSEY,1968,1,27.58,15.98,21.61,9524.140724,9.524140724,323,32.3,0.294865038,129,48
8961,M,SCIURIDAE,TAMIASCIURUS HUDSONICUS,RAMSEY,1968,1,29,16.83,21.68,10581.3576,10.5813576,323,32.3,0.327596211,126,49
12341,,SCIURIDAE,TAMIASCIURUS HUDSONICUS,LAKE OF THE WOODS,1973,0,28.76,15.64,20.42,9185.046688,9.185046688,280,28,0.328037382,120,45
12344,M,SCIURIDAE,TAMIASCIURUS HUDSONICUS,ANOKA,1973,1,27.87,16.35,21.84,9951.93108,9.95193108,322,32.2,0.309066183,134,46
12347,F,SCIURIDAE,TAMIASCIURUS HUDSONICUS,ANOKA,1973,1,28.62,16.7,21.5,10276.011,10.276011,325,32.5,0.316184954,129,45
13026,,SCIURIDAE,TAMIASCIURUS HUDSONICUS,SHERBURNE,1975,0,27.47,15.86,21.6,9410.56272,9.41056272,290,29,0.324502163,115,48
18343,F,SCIURIDAE,TAMIASCIURUS HUDSONICUS,CLEARWATER,1999,0,29.24,16.23,21.29,10103.49311,10.10349311,323,32.3,0.312801644,124,48
18344,F,SCIURIDAE,TAMIASCIURUS HUDSONICUS,CLEARWATER,1999,0,28.07,15.32,21.24,9133.888176,9.133888176,305,30.5,0.299471743,110,45
18963,F,SCIURIDAE,TAMIASCIURUS HUDSONICUS,WASHINGTON,2004,1,28.1,16.54,20.61,9578.99214,9.57899214,295,29.5,0.324711598,117,43
18967,M,SCIURIDAE,TAMIASCIURUS HUDSONICUS,WASHINGTON,2004,1,28.33,15.32,21.91,9509.281796,9.509281796,327,32.7,0.290803725,151,48
19042,,SCIURIDAE,TAMIASCIURUS HUDSONICUS,CASS,2004,0,29.76,15.95,22.93,10884.22896,10.88422896,281,28.1,0.387339109,83,48
19043,F,SCIURIDAE,TAMIASCIURUS HUDSONICUS,CLEARWATER,2005,0,30.22,16.34,21.31,10522.76719,10.52276719,314,31.4,0.335119974,127,50
19044,F,SCIURIDAE,TAMIASCIURUS HUDSONICUS,RAMSEY,2005,1,28.58,17.59,22.56,11341.41283,11.34141283,320,32,0.354419151,126,45
19095,,SCIURIDAE,TAMIASCIURUS HUDSONICUS,HUBBARD,2003,0,28.65,16.1,22.08,10184.7312,10.1847312,292,29.2,0.348792164,123,46
186,F,DIPODIDAE,ZAPUS HUDSONIUS,SHERBURNE,1916,0,12.73,7.51,9.71,928.298333,0.928298333,181,18.1,0.051287201,107,27
187,M,DIPODIDAE,ZAPUS HUDSONIUS,SHERBURNE,1916,0,11.93,6.6,9.01,709.42938,0.70942938,178,17.8,0.039855583,110,28
459,M,DIPODIDAE,ZAPUS HUDSONIUS,COOK,1922,0,12.43,7.41,10.3,948.69489,0.94869489,189,18.9,0.050195497,112,29
462,F,DIPODIDAE,ZAPUS HUDSONIUS,COOK,1922,0,13.65,7.98,9.7,1056.5919,1.0565919,226,22.6,0.046751854,141,30
831,M,DIPODIDAE,ZAPUS HUDSONIUS,CLEARWATER,1932,0,13.37,8.04,9.48,1019.050704,1.019050704,203.2,20.32,0.050150133,127,30.5
2551,M,DIPODIDAE,ZAPUS HUDSONIUS,FILLMORE,1948,0,13.51,7.6,9.91,1017.51916,1.01751916,210,21,0.048453293,123,31
3019,F,DIPODIDAE,ZAPUS HUDSONIUS,LYON,1950,0,12.95,7.71,9.99,997.446555,0.997446555,208,20.8,0.047954161,123,29
3250,M,DIPODIDAE,ZAPUS HUDSONIUS,CLEARWATER,1941,0,12.69,7.51,9.27,883.448613,0.883448613,261,26.1,0.033848606,123,31
3264,F,DIPODIDAE,ZAPUS HUDSONIUS,WADENA,1946,0,12.64,7.72,9.41,918.235328,0.918235328,197,19.7,0.04661093,123,30
3787,M,DIPODIDAE,ZAPUS HUDSONIUS,KANDIYOHI,1955,0,12.76,7.92,9.45,955.00944,0.95500944,193,19.3,0.049482354,116,30
6383,M,DIPODIDAE,ZAPUS HUDSONIUS,WINONA,1960,0,12.87,7.32,9.85,927.95274,0.92795274,197,19.7,0.0471042,111,30
6917,M,DIPODIDAE,ZAPUS HUDSONIUS,FILLMORE,1958,0,12.69,7.47,9.65,914.764995,0.914764995,207,20.7,0.044191546,131,29
7851,F,DIPODIDAE,ZAPUS HUDSONIUS,ITASCA,1966,0,12.03,6.91,9.52,791.371896,0.791371896,206,20.6,0.038416111,126,30
9120,F,DIPODIDAE,ZAPUS HUDSONIUS,ISANTI,1968,0,12.96,7.25,9.74,915.1704,0.9151704,203,20.3,0.045082286,121,27
11834,F,DIPODIDAE,ZAPUS HUDSONIUS,COOK,1972,0,13.23,7.23,9.86,943.137594,0.943137594,215,21.5,0.043866865,133,30
13655,F,DIPODIDAE,ZAPUS HUDSONIUS,MORRISON,1977,0,13.1,7.52,9.54,939.80448,0.93980448,170,17,0.055282616,85,29
14511,M,DIPODIDAE,ZAPUS HUDSONIUS,WRIGHT,1979,0,13.23,7.78,9.6,988.12224,0.98812224,204,20.4,0.048437365,117,11
14696,F,DIPODIDAE,ZAPUS HUDSONIUS,YELLOW MEDICINE,1982,0,12.98,7.62,9.67,956.436492,0.956436492,206,20.6,0.046428956,119,29
15380,M,DIPODIDAE,ZAPUS HUDSONIUS,TRAVERSE,1988,0,12.68,7.31,9.22,854.609176,0.854609176,210,21,0.040695675,131,29
16449,F,DIPODIDAE,ZAPUS HUDSONIUS,CLEARWATER,1991,0,13.75,7.94,9.98,1089.5665,1.0895665,202,20.2,0.053938936,125,29
16708,M,DIPODIDAE,ZAPUS HUDSONIUS,SCOTT,1985,0,13.03,7.95,8.53,883.609905,0.883609905,212,21.2,0.041679713,133,29
18313,M,DIPODIDAE,ZAPUS HUDSONIUS,WRIGHT,1997,0,13.25,7.93,9.89,1039.167025,1.039167025,211,21.1,0.049249622,129,29
18364,M,DIPODIDAE,ZAPUS HUDSONIUS,CLEARWATER,1999,0,13.52,7.45,9.66,972.99384,0.97299384,224,22.4,0.043437225,141,32
